station,date,year,month,day,tmax_c,tmax_f,qc_flag
USW00013958,1938-06-01,1938,6,1,32.8,91.04,
USW00013958,1938-06-02,1938,6,2,34.4,93.92,
USW00013958,1938-06-03,1938,6,3,34.4,93.92,
USW00013958,1938-06-04,1938,6,4,32.2,89.96,
USW00013958,1938-06-05,1938,6,5,34.4,93.92,
USW00013958,1938-06-06,1938,6,6,33.3,91.94,
USW00013958,1938-06-07,1938,6,7,35.0,95.0,
USW00013958,1938-06-08,1938,6,8,33.3,91.94,
USW00013958,1938-06-09,1938,6,9,30.6,87.08,
USW00013958,1938-06-10,1938,6,10,32.2,89.96,
USW00013958,1938-06-11,1938,6,11,33.3,91.94,
USW00013958,1938-06-12,1938,6,12,32.8,91.04,
USW00013958,1938-06-13,1938,6,13,32.8,91.04,
USW00013958,1938-06-14,1938,6,14,32.8,91.04,
USW00013958,1938-06-15,1938,6,15,31.7,89.06,
USW00013958,1938-06-16,1938,6,16,31.7,89.06,
USW00013958,1938-06-17,1938,6,17,32.2,89.96,
USW00013958,1938-06-18,1938,6,18,32.2,89.96,
USW00013958,1938-06-19,1938,6,19,33.9,93.02,
USW00013958,1938-06-20,1938,6,20,34.4,93.92,
USW00013958,1938-06-21,1938,6,21,35.0,95.0,
USW00013958,1938-06-22,1938,6,22,33.9,93.02,
USW00013958,1938-06-23,1938,6,23,33.3,91.94,
USW00013958,1938-06-24,1938,6,24,34.4,93.92,
USW00013958,1938-06-25,1938,6,25,33.9,93.02,
USW00013958,1938-06-26,1938,6,26,34.4,93.92,
USW00013958,1938-06-27,1938,6,27,33.9,93.02,
USW00013958,1938-06-28,1938,6,28,33.3,91.94,
USW00013958,1938-06-29,1938,6,29,33.3,91.94,
USW00013958,1938-06-30,1938,6,30,33.3,91.94,
USW00013958,1938-07-01,1938,7,1,34.4,93.92,
USW00013958,1938-07-02,1938,7,2,35.0,95.0,
USW00013958,1938-07-03,1938,7,3,35.0,95.0,
USW00013958,1938-07-04,1938,7,4,35.6,96.08,
USW00013958,1938-07-05,1938,7,5,36.7,98.06,
USW00013958,1938-07-06,1938,7,6,36.7,98.06,
USW00013958,1938-07-07,1938,7,7,36.1,96.98,
USW00013958,1938-07-08,1938,7,8,35.0,95.0,
USW00013958,1938-07-09,1938,7,9,35.6,96.08,
USW00013958,1938-07-10,1938,7,10,36.1,96.98,
USW00013958,1938-07-11,1938,7,11,35.6,96.08,
USW00013958,1938-07-12,1938,7,12,36.1,96.98,
USW00013958,1938-07-13,1938,7,13,35.6,96.08,
USW00013958,1938-07-14,1938,7,14,36.1,96.98,
USW00013958,1938-07-15,1938,7,15,36.1,96.98,
USW00013958,1938-07-16,1938,7,16,36.1,96.98,
USW00013958,1938-07-17,1938,7,17,37.2,98.96,
USW00013958,1938-07-18,1938,7,18,36.7,98.06,
USW00013958,1938-07-19,1938,7,19,35.0,95.0,
USW00013958,1938-07-20,1938,7,20,35.0,95.0,
USW00013958,1938-07-21,1938,7,21,31.7,89.06,
USW00013958,1938-07-22,1938,7,22,30.6,87.08,
USW00013958,1938-07-23,1938,7,23,28.9,84.02,
USW00013958,1938-07-24,1938,7,24,32.2,89.96,
USW00013958,1938-07-25,1938,7,25,34.4,93.92,
USW00013958,1938-07-26,1938,7,26,34.4,93.92,
USW00013958,1938-07-27,1938,7,27,35.0,95.0,
USW00013958,1938-07-28,1938,7,28,36.1,96.98,
USW00013958,1938-07-29,1938,7,29,36.7,98.06,
USW00013958,1938-07-30,1938,7,30,35.6,96.08,
USW00013958,1938-07-31,1938,7,31,36.7,98.06,
USW00013958,1938-08-01,1938,8,1,36.7,98.06,
USW00013958,1938-08-02,1938,8,2,35.6,96.08,
USW00013958,1938-08-03,1938,8,3,33.9,93.02,
USW00013958,1938-08-04,1938,8,4,33.9,93.02,
USW00013958,1938-08-05,1938,8,5,35.6,96.08,
USW00013958,1938-08-06,1938,8,6,35.6,96.08,
USW00013958,1938-08-07,1938,8,7,36.1,96.98,
USW00013958,1938-08-08,1938,8,8,36.7,98.06,
USW00013958,1938-08-09,1938,8,9,36.7,98.06,
USW00013958,1938-08-10,1938,8,10,36.7,98.06,
USW00013958,1938-08-11,1938,8,11,35.0,95.0,
USW00013958,1938-08-12,1938,8,12,36.1,96.98,
USW00013958,1938-08-13,1938,8,13,36.1,96.98,
USW00013958,1938-08-14,1938,8,14,36.7,98.06,
USW00013958,1938-08-15,1938,8,15,38.3,100.94,
USW00013958,1938-08-16,1938,8,16,37.8,100.04,
USW00013958,1938-08-17,1938,8,17,36.1,96.98,
USW00013958,1938-08-18,1938,8,18,36.7,98.06,
USW00013958,1938-08-19,1938,8,19,36.7,98.06,
USW00013958,1938-08-20,1938,8,20,36.1,96.98,
USW00013958,1938-08-21,1938,8,21,36.7,98.06,
USW00013958,1938-08-22,1938,8,22,36.7,98.06,
USW00013958,1938-08-23,1938,8,23,36.7,98.06,
USW00013958,1938-08-24,1938,8,24,35.6,96.08,
USW00013958,1938-08-25,1938,8,25,35.6,96.08,
USW00013958,1938-08-26,1938,8,26,36.1,96.98,
USW00013958,1938-08-27,1938,8,27,37.2,98.96,
USW00013958,1938-08-28,1938,8,28,28.9,84.02,
USW00013958,1938-08-29,1938,8,29,30.6,87.08,
USW00013958,1938-08-30,1938,8,30,35.0,95.0,
USW00013958,1938-08-31,1938,8,31,35.0,95.0,
USW00013958,1939-06-01,1939,6,1,29.4,84.92,
USW00013958,1939-06-02,1939,6,2,30.6,87.08,
USW00013958,1939-06-03,1939,6,3,31.1,87.98,
USW00013958,1939-06-04,1939,6,4,26.1,78.98,
USW00013958,1939-06-05,1939,6,5,32.8,91.04,
USW00013958,1939-06-06,1939,6,6,33.3,91.94,
USW00013958,1939-06-07,1939,6,7,33.3,91.94,
USW00013958,1939-06-08,1939,6,8,34.4,93.92,
USW00013958,1939-06-09,1939,6,9,35.6,96.08,
USW00013958,1939-06-10,1939,6,10,36.7,98.06,
USW00013958,1939-06-11,1939,6,11,35.6,96.08,
USW00013958,1939-06-12,1939,6,12,35.0,95.0,
USW00013958,1939-06-13,1939,6,13,35.0,95.0,
USW00013958,1939-06-14,1939,6,14,37.2,98.96,
USW00013958,1939-06-15,1939,6,15,38.3,100.94,
USW00013958,1939-06-16,1939,6,16,37.2,98.96,
USW00013958,1939-06-17,1939,6,17,36.1,96.98,
USW00013958,1939-06-18,1939,6,18,35.6,96.08,
USW00013958,1939-06-19,1939,6,19,30.0,86.0,
USW00013958,1939-06-20,1939,6,20,32.2,89.96,
USW00013958,1939-06-21,1939,6,21,35.0,95.0,
USW00013958,1939-06-22,1939,6,22,33.3,91.94,
USW00013958,1939-06-23,1939,6,23,35.6,96.08,
USW00013958,1939-06-24,1939,6,24,35.6,96.08,
USW00013958,1939-06-25,1939,6,25,35.6,96.08,
USW00013958,1939-06-26,1939,6,26,36.7,98.06,
USW00013958,1939-06-27,1939,6,27,36.7,98.06,
USW00013958,1939-06-28,1939,6,28,36.1,96.98,
USW00013958,1939-06-29,1939,6,29,37.8,100.04,
USW00013958,1939-06-30,1939,6,30,34.4,93.92,
USW00013958,1939-07-01,1939,7,1,37.2,98.96,
USW00013958,1939-07-02,1939,7,2,38.9,102.02,
USW00013958,1939-07-03,1939,7,3,38.9,102.02,
USW00013958,1939-07-04,1939,7,4,38.9,102.02,
USW00013958,1939-07-05,1939,7,5,40.0,104.0,
USW00013958,1939-07-06,1939,7,6,39.4,102.92,
USW00013958,1939-07-07,1939,7,7,39.4,102.92,
USW00013958,1939-07-08,1939,7,8,42.2,107.96,
USW00013958,1939-07-09,1939,7,9,39.4,102.92,
USW00013958,1939-07-10,1939,7,10,35.6,96.08,
USW00013958,1939-07-11,1939,7,11,28.9,84.02,
USW00013958,1939-07-12,1939,7,12,25.0,77.0,
USW00013958,1939-07-13,1939,7,13,32.8,91.04,
USW00013958,1939-07-14,1939,7,14,33.9,93.02,
USW00013958,1939-07-15,1939,7,15,35.6,96.08,
USW00013958,1939-07-16,1939,7,16,35.0,95.0,
USW00013958,1939-07-17,1939,7,17,35.0,95.0,
USW00013958,1939-07-18,1939,7,18,35.0,95.0,
USW00013958,1939-07-19,1939,7,19,36.1,96.98,
USW00013958,1939-07-20,1939,7,20,36.7,98.06,
USW00013958,1939-07-21,1939,7,21,36.7,98.06,
USW00013958,1939-07-22,1939,7,22,37.2,98.96,
USW00013958,1939-07-23,1939,7,23,35.0,95.0,
USW00013958,1939-07-24,1939,7,24,35.6,96.08,
USW00013958,1939-07-25,1939,7,25,35.0,95.0,
USW00013958,1939-07-26,1939,7,26,35.0,95.0,
USW00013958,1939-07-27,1939,7,27,36.1,96.98,
USW00013958,1939-07-28,1939,7,28,37.2,98.96,
USW00013958,1939-07-29,1939,7,29,35.0,95.0,
USW00013958,1939-07-30,1939,7,30,35.0,95.0,
USW00013958,1939-07-31,1939,7,31,34.4,93.92,
USW00013958,1939-08-01,1939,8,1,32.2,89.96,
USW00013958,1939-08-02,1939,8,2,30.0,86.0,
USW00013958,1939-08-03,1939,8,3,34.4,93.92,
USW00013958,1939-08-04,1939,8,4,33.9,93.02,
USW00013958,1939-08-05,1939,8,5,30.6,87.08,
USW00013958,1939-08-06,1939,8,6,33.3,91.94,
USW00013958,1939-08-07,1939,8,7,34.4,93.92,
USW00013958,1939-08-08,1939,8,8,33.3,91.94,
USW00013958,1939-08-09,1939,8,9,34.4,93.92,
USW00013958,1939-08-10,1939,8,10,33.9,93.02,
USW00013958,1939-08-11,1939,8,11,34.4,93.92,
USW00013958,1939-08-12,1939,8,12,35.0,95.0,
USW00013958,1939-08-13,1939,8,13,36.7,98.06,
USW00013958,1939-08-14,1939,8,14,36.7,98.06,
USW00013958,1939-08-15,1939,8,15,37.2,98.96,
USW00013958,1939-08-16,1939,8,16,38.3,100.94,
USW00013958,1939-08-17,1939,8,17,33.9,93.02,
USW00013958,1939-08-18,1939,8,18,35.6,96.08,
USW00013958,1939-08-19,1939,8,19,37.8,100.04,
USW00013958,1939-08-20,1939,8,20,36.7,98.06,
USW00013958,1939-08-21,1939,8,21,34.4,93.92,
USW00013958,1939-08-22,1939,8,22,35.0,95.0,
USW00013958,1939-08-23,1939,8,23,35.6,96.08,
USW00013958,1939-08-24,1939,8,24,35.6,96.08,
USW00013958,1939-08-25,1939,8,25,36.1,96.98,
USW00013958,1939-08-26,1939,8,26,36.1,96.98,
USW00013958,1939-08-27,1939,8,27,31.1,87.98,
USW00013958,1939-08-28,1939,8,28,33.3,91.94,
USW00013958,1939-08-29,1939,8,29,35.0,95.0,
USW00013958,1939-08-30,1939,8,30,36.7,98.06,
USW00013958,1939-08-31,1939,8,31,37.2,98.96,
USW00013958,1940-06-01,1940,6,1,32.2,89.96,
USW00013958,1940-06-02,1940,6,2,32.8,91.04,
USW00013958,1940-06-03,1940,6,3,32.8,91.04,
USW00013958,1940-06-04,1940,6,4,33.3,91.94,
USW00013958,1940-06-05,1940,6,5,33.9,93.02,
USW00013958,1940-06-06,1940,6,6,33.3,91.94,
USW00013958,1940-06-07,1940,6,7,33.9,93.02,
USW00013958,1940-06-08,1940,6,8,35.0,95.0,
USW00013958,1940-06-09,1940,6,9,27.2,80.96,
USW00013958,1940-06-10,1940,6,10,31.7,89.06,
USW00013958,1940-06-11,1940,6,11,28.9,84.02,
USW00013958,1940-06-12,1940,6,12,32.8,91.04,
USW00013958,1940-06-13,1940,6,13,27.8,82.04,
USW00013958,1940-06-14,1940,6,14,27.2,80.96,
USW00013958,1940-06-15,1940,6,15,29.4,84.92,
USW00013958,1940-06-16,1940,6,16,29.4,84.92,
USW00013958,1940-06-17,1940,6,17,30.6,87.08,
USW00013958,1940-06-18,1940,6,18,31.7,89.06,
USW00013958,1940-06-19,1940,6,19,26.7,80.06,
USW00013958,1940-06-20,1940,6,20,31.7,89.06,
USW00013958,1940-06-21,1940,6,21,32.2,89.96,
USW00013958,1940-06-22,1940,6,22,33.3,91.94,
USW00013958,1940-06-23,1940,6,23,33.9,93.02,
USW00013958,1940-06-24,1940,6,24,27.8,82.04,
USW00013958,1940-06-25,1940,6,25,30.0,86.0,
USW00013958,1940-06-26,1940,6,26,33.3,91.94,
USW00013958,1940-06-27,1940,6,27,35.0,95.0,
USW00013958,1940-06-28,1940,6,28,35.6,96.08,
USW00013958,1940-06-29,1940,6,29,26.7,80.06,
USW00013958,1940-06-30,1940,6,30,30.0,86.0,
USW00013958,1940-07-01,1940,7,1,33.3,91.94,
USW00013958,1940-07-02,1940,7,2,32.2,89.96,
USW00013958,1940-07-03,1940,7,3,31.1,87.98,
USW00013958,1940-07-04,1940,7,4,28.9,84.02,
USW00013958,1940-07-05,1940,7,5,30.0,86.0,
USW00013958,1940-07-06,1940,7,6,31.1,87.98,
USW00013958,1940-07-07,1940,7,7,32.8,91.04,
USW00013958,1940-07-08,1940,7,8,34.4,93.92,
USW00013958,1940-07-09,1940,7,9,37.2,98.96,
USW00013958,1940-07-10,1940,7,10,33.9,93.02,
USW00013958,1940-07-11,1940,7,11,35.0,95.0,
USW00013958,1940-07-12,1940,7,12,31.1,87.98,
USW00013958,1940-07-13,1940,7,13,30.0,86.0,
USW00013958,1940-07-14,1940,7,14,32.2,89.96,
USW00013958,1940-07-15,1940,7,15,33.3,91.94,
USW00013958,1940-07-16,1940,7,16,32.2,89.96,
USW00013958,1940-07-17,1940,7,17,32.8,91.04,
USW00013958,1940-07-18,1940,7,18,33.3,91.94,
USW00013958,1940-07-19,1940,7,19,32.8,91.04,
USW00013958,1940-07-20,1940,7,20,33.3,91.94,
USW00013958,1940-07-21,1940,7,21,34.4,93.92,
USW00013958,1940-07-22,1940,7,22,34.4,93.92,
USW00013958,1940-07-23,1940,7,23,35.0,95.0,
USW00013958,1940-07-24,1940,7,24,35.0,95.0,
USW00013958,1940-07-25,1940,7,25,35.0,95.0,
USW00013958,1940-07-26,1940,7,26,35.6,96.08,
USW00013958,1940-07-27,1940,7,27,36.1,96.98,
USW00013958,1940-07-28,1940,7,28,36.7,98.06,
USW00013958,1940-07-29,1940,7,29,36.1,96.98,
USW00013958,1940-07-30,1940,7,30,35.6,96.08,
USW00013958,1940-07-31,1940,7,31,36.1,96.98,
USW00013958,1940-08-01,1940,8,1,36.1,96.98,
USW00013958,1940-08-02,1940,8,2,37.2,98.96,
USW00013958,1940-08-03,1940,8,3,37.8,100.04,
USW00013958,1940-08-04,1940,8,4,37.8,100.04,
USW00013958,1940-08-05,1940,8,5,37.2,98.96,
USW00013958,1940-08-06,1940,8,6,35.0,95.0,
USW00013958,1940-08-07,1940,8,7,33.3,91.94,
USW00013958,1940-08-08,1940,8,8,32.2,89.96,
USW00013958,1940-08-09,1940,8,9,33.3,91.94,
USW00013958,1940-08-10,1940,8,10,36.7,98.06,
USW00013958,1940-08-11,1940,8,11,38.3,100.94,
USW00013958,1940-08-12,1940,8,12,36.1,96.98,
USW00013958,1940-08-13,1940,8,13,36.1,96.98,
USW00013958,1940-08-14,1940,8,14,37.2,98.96,
USW00013958,1940-08-15,1940,8,15,36.7,98.06,
USW00013958,1940-08-16,1940,8,16,37.2,98.96,
USW00013958,1940-08-17,1940,8,17,37.2,98.96,
USW00013958,1940-08-18,1940,8,18,29.4,84.92,
USW00013958,1940-08-19,1940,8,19,29.4,84.92,
USW00013958,1940-08-20,1940,8,20,30.0,86.0,
USW00013958,1940-08-21,1940,8,21,30.6,87.08,
USW00013958,1940-08-22,1940,8,22,32.8,91.04,
USW00013958,1940-08-23,1940,8,23,33.3,91.94,
USW00013958,1940-08-24,1940,8,24,34.4,93.92,
USW00013958,1940-08-25,1940,8,25,36.7,98.06,
USW00013958,1940-08-26,1940,8,26,37.2,98.96,
USW00013958,1940-08-27,1940,8,27,37.8,100.04,
USW00013958,1940-08-28,1940,8,28,38.9,102.02,
USW00013958,1940-08-29,1940,8,29,37.8,100.04,
USW00013958,1940-08-30,1940,8,30,32.8,91.04,
USW00013958,1940-08-31,1940,8,31,35.6,96.08,
USW00013958,1941-06-01,1941,6,1,32.2,89.96,
USW00013958,1941-06-02,1941,6,2,32.2,89.96,
USW00013958,1941-06-03,1941,6,3,30.0,86.0,
USW00013958,1941-06-04,1941,6,4,31.7,89.06,
USW00013958,1941-06-05,1941,6,5,31.7,89.06,
USW00013958,1941-06-06,1941,6,6,30.6,87.08,
USW00013958,1941-06-07,1941,6,7,31.1,87.98,
USW00013958,1941-06-08,1941,6,8,31.7,89.06,
USW00013958,1941-06-09,1941,6,9,31.1,87.98,
USW00013958,1941-06-10,1941,6,10,28.3,82.94,
USW00013958,1941-06-11,1941,6,11,32.8,91.04,
USW00013958,1941-06-12,1941,6,12,30.0,86.0,
USW00013958,1941-06-13,1941,6,13,32.2,89.96,
USW00013958,1941-06-14,1941,6,14,32.8,91.04,
USW00013958,1941-06-15,1941,6,15,30.6,87.08,
USW00013958,1941-06-16,1941,6,16,29.4,84.92,
USW00013958,1941-06-17,1941,6,17,27.8,82.04,
USW00013958,1941-06-18,1941,6,18,31.1,87.98,
USW00013958,1941-06-19,1941,6,19,32.2,89.96,
USW00013958,1941-06-20,1941,6,20,31.7,89.06,
USW00013958,1941-06-21,1941,6,21,31.1,87.98,
USW00013958,1941-06-22,1941,6,22,30.6,87.08,
USW00013958,1941-06-23,1941,6,23,32.8,91.04,
USW00013958,1941-06-24,1941,6,24,33.9,93.02,
USW00013958,1941-06-25,1941,6,25,31.1,87.98,
USW00013958,1941-06-26,1941,6,26,30.0,86.0,
USW00013958,1941-06-27,1941,6,27,32.2,89.96,
USW00013958,1941-06-28,1941,6,28,32.2,89.96,
USW00013958,1941-06-29,1941,6,29,32.8,91.04,
USW00013958,1941-06-30,1941,6,30,33.3,91.94,
USW00013958,1941-07-01,1941,7,1,34.4,93.92,
USW00013958,1941-07-02,1941,7,2,34.4,93.92,
USW00013958,1941-07-03,1941,7,3,33.3,91.94,
USW00013958,1941-07-04,1941,7,4,33.3,91.94,
USW00013958,1941-07-05,1941,7,5,33.3,91.94,
USW00013958,1941-07-06,1941,7,6,33.9,93.02,
USW00013958,1941-07-07,1941,7,7,36.1,96.98,
USW00013958,1941-07-08,1941,7,8,35.0,95.0,
USW00013958,1941-07-09,1941,7,9,35.0,95.0,
USW00013958,1941-07-10,1941,7,10,34.4,93.92,
USW00013958,1941-07-11,1941,7,11,29.4,84.92,
USW00013958,1941-07-12,1941,7,12,32.2,89.96,
USW00013958,1941-07-13,1941,7,13,30.6,87.08,
USW00013958,1941-07-14,1941,7,14,33.3,91.94,
USW00013958,1941-07-15,1941,7,15,28.9,84.02,
USW00013958,1941-07-16,1941,7,16,35.6,96.08,
USW00013958,1941-07-17,1941,7,17,34.4,93.92,
USW00013958,1941-07-18,1941,7,18,33.9,93.02,
USW00013958,1941-07-19,1941,7,19,32.8,91.04,
USW00013958,1941-07-20,1941,7,20,33.3,91.94,
USW00013958,1941-07-21,1941,7,21,33.9,93.02,
USW00013958,1941-07-22,1941,7,22,34.4,93.92,
USW00013958,1941-07-23,1941,7,23,33.9,93.02,
USW00013958,1941-07-24,1941,7,24,34.4,93.92,
USW00013958,1941-07-25,1941,7,25,33.9,93.02,
USW00013958,1941-07-26,1941,7,26,33.9,93.02,
USW00013958,1941-07-27,1941,7,27,34.4,93.92,
USW00013958,1941-07-28,1941,7,28,35.0,95.0,
USW00013958,1941-07-29,1941,7,29,36.1,96.98,
USW00013958,1941-07-30,1941,7,30,35.0,95.0,
USW00013958,1941-07-31,1941,7,31,35.0,95.0,
USW00013958,1941-08-01,1941,8,1,35.6,96.08,
USW00013958,1941-08-02,1941,8,2,35.6,96.08,
USW00013958,1941-08-03,1941,8,3,35.6,96.08,
USW00013958,1941-08-04,1941,8,4,34.4,93.92,
USW00013958,1941-08-05,1941,8,5,33.9,93.02,
USW00013958,1941-08-06,1941,8,6,31.7,89.06,
USW00013958,1941-08-07,1941,8,7,30.0,86.0,
USW00013958,1941-08-08,1941,8,8,34.4,93.92,
USW00013958,1941-08-09,1941,8,9,34.4,93.92,
USW00013958,1941-08-10,1941,8,10,35.6,96.08,
USW00013958,1941-08-11,1941,8,11,35.0,95.0,
USW00013958,1941-08-12,1941,8,12,35.6,96.08,
USW00013958,1941-08-13,1941,8,13,34.4,93.92,
USW00013958,1941-08-14,1941,8,14,35.6,96.08,
USW00013958,1941-08-15,1941,8,15,35.6,96.08,
USW00013958,1941-08-16,1941,8,16,36.7,98.06,
USW00013958,1941-08-17,1941,8,17,37.8,100.04,
USW00013958,1941-08-18,1941,8,18,37.2,98.96,
USW00013958,1941-08-19,1941,8,19,37.2,98.96,
USW00013958,1941-08-20,1941,8,20,37.8,100.04,
USW00013958,1941-08-21,1941,8,21,37.2,98.96,
USW00013958,1941-08-22,1941,8,22,36.1,96.98,
USW00013958,1941-08-23,1941,8,23,36.7,98.06,
USW00013958,1941-08-24,1941,8,24,36.1,96.98,
USW00013958,1941-08-25,1941,8,25,36.7,98.06,
USW00013958,1941-08-26,1941,8,26,37.2,98.96,
USW00013958,1941-08-27,1941,8,27,37.8,100.04,
USW00013958,1941-08-28,1941,8,28,36.1,96.98,
USW00013958,1941-08-29,1941,8,29,35.6,96.08,
USW00013958,1941-08-30,1941,8,30,36.1,96.98,
USW00013958,1941-08-31,1941,8,31,37.8,100.04,
USW00013958,1942-06-01,1942,6,1,32.8,91.04,
USW00013958,1942-06-02,1942,6,2,33.3,91.94,
USW00013958,1942-06-03,1942,6,3,33.3,91.94,
USW00013958,1942-06-04,1942,6,4,35.0,95.0,
USW00013958,1942-06-05,1942,6,5,31.1,87.98,
USW00013958,1942-06-06,1942,6,6,27.2,80.96,
USW00013958,1942-06-07,1942,6,7,30.6,87.08,
USW00013958,1942-06-08,1942,6,8,29.4,84.92,
USW00013958,1942-06-09,1942,6,9,32.8,91.04,
USW00013958,1942-06-10,1942,6,10,31.1,87.98,
USW00013958,1942-06-11,1942,6,11,36.1,96.98,
USW00013958,1942-06-12,1942,6,12,38.3,100.94,
USW00013958,1942-06-13,1942,6,13,37.2,98.96,
USW00013958,1942-06-14,1942,6,14,31.1,87.98,
USW00013958,1942-06-15,1942,6,15,32.8,91.04,
USW00013958,1942-06-16,1942,6,16,36.1,96.98,
USW00013958,1942-06-17,1942,6,17,36.1,96.98,
USW00013958,1942-06-18,1942,6,18,35.6,96.08,
USW00013958,1942-06-19,1942,6,19,35.6,96.08,
USW00013958,1942-06-20,1942,6,20,36.7,98.06,
USW00013958,1942-06-21,1942,6,21,36.1,96.98,
USW00013958,1942-06-22,1942,6,22,35.0,95.0,
USW00013958,1942-06-23,1942,6,23,34.4,93.92,
USW00013958,1942-06-24,1942,6,24,36.7,98.06,
USW00013958,1942-06-25,1942,6,25,35.6,96.08,
USW00013958,1942-06-26,1942,6,26,36.1,96.98,
USW00013958,1942-06-27,1942,6,27,36.7,98.06,
USW00013958,1942-06-28,1942,6,28,36.7,98.06,
USW00013958,1942-06-29,1942,6,29,35.6,96.08,
USW00013958,1942-06-30,1942,6,30,36.7,98.06,
USW00013958,1942-07-01,1942,7,1,33.3,91.94,
USW00013958,1942-07-02,1942,7,2,34.4,93.92,
USW00013958,1942-07-03,1942,7,3,31.7,89.06,
USW00013958,1942-07-04,1942,7,4,28.3,82.94,
USW00013958,1942-07-05,1942,7,5,23.3,73.94,
USW00013958,1942-07-06,1942,7,6,23.9,75.02,
USW00013958,1942-07-07,1942,7,7,31.7,89.06,
USW00013958,1942-07-08,1942,7,8,33.3,91.94,
USW00013958,1942-07-09,1942,7,9,33.9,93.02,
USW00013958,1942-07-10,1942,7,10,32.8,91.04,
USW00013958,1942-07-11,1942,7,11,34.4,93.92,
USW00013958,1942-07-12,1942,7,12,33.9,93.02,
USW00013958,1942-07-13,1942,7,13,34.4,93.92,
USW00013958,1942-07-14,1942,7,14,34.4,93.92,
USW00013958,1942-07-15,1942,7,15,33.9,93.02,
USW00013958,1942-07-16,1942,7,16,35.6,96.08,
USW00013958,1942-07-17,1942,7,17,34.4,93.92,
USW00013958,1942-07-18,1942,7,18,32.2,89.96,
USW00013958,1942-07-19,1942,7,19,34.4,93.92,
USW00013958,1942-07-20,1942,7,20,35.0,95.0,
USW00013958,1942-07-21,1942,7,21,36.7,98.06,
USW00013958,1942-07-22,1942,7,22,35.0,95.0,
USW00013958,1942-07-23,1942,7,23,35.0,95.0,
USW00013958,1942-07-24,1942,7,24,35.6,96.08,
USW00013958,1942-07-25,1942,7,25,32.8,91.04,
USW00013958,1942-07-26,1942,7,26,35.6,96.08,
USW00013958,1942-07-27,1942,7,27,35.0,95.0,
USW00013958,1942-07-28,1942,7,28,35.6,96.08,
USW00013958,1942-07-29,1942,7,29,35.6,96.08,
USW00013958,1942-07-30,1942,7,30,35.0,95.0,
USW00013958,1942-07-31,1942,7,31,36.1,96.98,
USW00013958,1942-08-01,1942,8,1,35.6,96.08,
USW00013958,1942-08-02,1942,8,2,35.0,95.0,
USW00013958,1942-08-03,1942,8,3,35.0,95.0,
USW00013958,1942-08-04,1942,8,4,34.4,93.92,
USW00013958,1942-08-05,1942,8,5,34.4,93.92,
USW00013958,1942-08-06,1942,8,6,35.0,95.0,
USW00013958,1942-08-07,1942,8,7,35.0,95.0,
USW00013958,1942-08-08,1942,8,8,36.7,98.06,
USW00013958,1942-08-09,1942,8,9,36.7,98.06,
USW00013958,1942-08-10,1942,8,10,36.7,98.06,
USW00013958,1942-08-11,1942,8,11,35.6,96.08,
USW00013958,1942-08-12,1942,8,12,35.0,95.0,
USW00013958,1942-08-13,1942,8,13,34.4,93.92,
USW00013958,1942-08-14,1942,8,14,35.0,95.0,
USW00013958,1942-08-15,1942,8,15,31.7,89.06,
USW00013958,1942-08-16,1942,8,16,28.3,82.94,
USW00013958,1942-08-17,1942,8,17,29.4,84.92,
USW00013958,1942-08-18,1942,8,18,31.1,87.98,
USW00013958,1942-08-19,1942,8,19,32.8,91.04,
USW00013958,1942-08-20,1942,8,20,35.0,95.0,
USW00013958,1942-08-21,1942,8,21,34.4,93.92,
USW00013958,1942-08-22,1942,8,22,33.9,93.02,
USW00013958,1942-08-23,1942,8,23,35.0,95.0,
USW00013958,1942-08-24,1942,8,24,32.8,91.04,
USW00013958,1942-08-25,1942,8,25,32.8,91.04,
USW00013958,1942-08-26,1942,8,26,34.4,93.92,
USW00013958,1942-08-27,1942,8,27,35.0,95.0,
USW00013958,1942-08-28,1942,8,28,32.8,91.04,
USW00013958,1942-08-29,1942,8,29,32.2,89.96,
USW00013958,1942-08-30,1942,8,30,28.3,82.94,
USW00013958,1942-08-31,1942,8,31,32.8,91.04,
USW00013958,1943-06-01,1943,6,1,30.0,86.0,
USW00013958,1943-06-02,1943,6,2,30.6,87.08,
USW00013958,1943-06-03,1943,6,3,31.7,89.06,
USW00013958,1943-06-04,1943,6,4,27.2,80.96,
USW00013958,1943-06-05,1943,6,5,27.2,80.96,
USW00013958,1943-06-06,1943,6,6,31.1,87.98,
USW00013958,1943-06-07,1943,6,7,31.7,89.06,
USW00013958,1943-06-08,1943,6,8,32.2,89.96,
USW00013958,1943-06-09,1943,6,9,32.2,89.96,
USW00013958,1943-06-10,1943,6,10,31.7,89.06,
USW00013958,1943-06-11,1943,6,11,32.2,89.96,
USW00013958,1943-06-12,1943,6,12,30.6,87.08,
USW00013958,1943-06-13,1943,6,13,28.3,82.94,
USW00013958,1943-06-14,1943,6,14,31.7,89.06,
USW00013958,1943-06-15,1943,6,15,32.8,91.04,
USW00013958,1943-06-16,1943,6,16,33.3,91.94,
USW00013958,1943-06-17,1943,6,17,33.3,91.94,
USW00013958,1943-06-18,1943,6,18,33.3,91.94,
USW00013958,1943-06-19,1943,6,19,33.3,91.94,
USW00013958,1943-06-20,1943,6,20,33.3,91.94,
USW00013958,1943-06-21,1943,6,21,33.9,93.02,
