station,date,year,month,day,tmax_c,tmax_f,qc_flag
USW00013958,1949-07-17,1949,7,17,35.6,96.08,
USW00013958,1949-07-18,1949,7,18,35.0,95.0,
USW00013958,1949-07-19,1949,7,19,35.0,95.0,
USW00013958,1949-07-20,1949,7,20,36.1,96.98,
USW00013958,1949-07-21,1949,7,21,35.0,95.0,
USW00013958,1949-07-22,1949,7,22,35.6,96.08,
USW00013958,1949-07-23,1949,7,23,35.6,96.08,
USW00013958,1949-07-24,1949,7,24,33.9,93.02,
USW00013958,1949-07-25,1949,7,25,25.6,78.08,
USW00013958,1949-07-26,1949,7,26,33.3,91.94,
USW00013958,1949-07-27,1949,7,27,33.9,93.02,
USW00013958,1949-07-28,1949,7,28,32.2,89.96,
USW00013958,1949-07-29,1949,7,29,33.9,93.02,
USW00013958,1949-07-30,1949,7,30,36.1,96.98,
USW00013958,1949-07-31,1949,7,31,36.1,96.98,
USW00013958,1949-08-01,1949,8,1,35.6,96.08,
USW00013958,1949-08-02,1949,8,2,37.2,98.96,
USW00013958,1949-08-03,1949,8,3,33.9,93.02,
USW00013958,1949-08-04,1949,8,4,33.9,93.02,
USW00013958,1949-08-05,1949,8,5,27.8,82.04,
USW00013958,1949-08-06,1949,8,6,31.1,87.98,
USW00013958,1949-08-07,1949,8,7,30.0,86.0,
USW00013958,1949-08-08,1949,8,8,33.3,91.94,
USW00013958,1949-08-09,1949,8,9,31.7,89.06,
USW00013958,1949-08-10,1949,8,10,33.9,93.02,
USW00013958,1949-08-11,1949,8,11,35.0,95.0,
USW00013958,1949-08-12,1949,8,12,35.0,95.0,
USW00013958,1949-08-13,1949,8,13,36.1,96.98,
USW00013958,1949-08-14,1949,8,14,36.7,98.06,
USW00013958,1949-08-15,1949,8,15,37.8,100.04,
USW00013958,1949-08-16,1949,8,16,38.3,100.94,
USW00013958,1949-08-17,1949,8,17,34.4,93.92,
USW00013958,1949-08-18,1949,8,18,35.0,95.0,
USW00013958,1949-08-19,1949,8,19,36.7,98.06,
USW00013958,1949-08-20,1949,8,20,37.8,100.04,
USW00013958,1949-08-21,1949,8,21,33.9,93.02,
USW00013958,1949-08-22,1949,8,22,33.9,93.02,
USW00013958,1949-08-23,1949,8,23,35.0,95.0,
USW00013958,1949-08-24,1949,8,24,33.9,93.02,
USW00013958,1949-08-25,1949,8,25,34.4,93.92,
USW00013958,1949-08-26,1949,8,26,34.4,93.92,
USW00013958,1949-08-27,1949,8,27,33.9,93.02,
USW00013958,1949-08-28,1949,8,28,36.1,96.98,
USW00013958,1949-08-29,1949,8,29,37.8,100.04,
USW00013958,1949-08-30,1949,8,30,36.7,98.06,
USW00013958,1949-08-31,1949,8,31,35.6,96.08,
USW00013958,1950-06-01,1950,6,1,28.9,84.02,
USW00013958,1950-06-02,1950,6,2,23.9,75.02,
USW00013958,1950-06-03,1950,6,3,30.6,87.08,
USW00013958,1950-06-04,1950,6,4,28.9,84.02,
USW00013958,1950-06-05,1950,6,5,24.4,75.92,
USW00013958,1950-06-06,1950,6,6,26.7,80.06,
USW00013958,1950-06-07,1950,6,7,30.6,87.08,
USW00013958,1950-06-08,1950,6,8,31.7,89.06,
USW00013958,1950-06-09,1950,6,9,33.3,91.94,
USW00013958,1950-06-10,1950,6,10,33.3,91.94,
USW00013958,1950-06-11,1950,6,11,33.3,91.94,
USW00013958,1950-06-12,1950,6,12,33.3,91.94,
USW00013958,1950-06-13,1950,6,13,33.3,91.94,
USW00013958,1950-06-14,1950,6,14,32.8,91.04,
USW00013958,1950-06-15,1950,6,15,32.2,89.96,
USW00013958,1950-06-16,1950,6,16,33.3,91.94,
USW00013958,1950-06-17,1950,6,17,32.8,91.04,
USW00013958,1950-06-18,1950,6,18,32.8,91.04,
USW00013958,1950-06-19,1950,6,19,32.8,91.04,
USW00013958,1950-06-20,1950,6,20,35.0,95.0,
USW00013958,1950-06-21,1950,6,21,28.9,84.02,
USW00013958,1950-06-22,1950,6,22,32.2,89.96,
USW00013958,1950-06-23,1950,6,23,33.9,93.02,
USW00013958,1950-06-24,1950,6,24,35.0,95.0,
USW00013958,1950-06-25,1950,6,25,35.0,95.0,
USW00013958,1950-06-26,1950,6,26,35.0,95.0,
USW00013958,1950-06-27,1950,6,27,35.6,96.08,
USW00013958,1950-06-28,1950,6,28,36.1,96.98,
USW00013958,1950-06-29,1950,6,29,36.7,98.06,
USW00013958,1950-06-30,1950,6,30,30.6,87.08,
USW00013958,1950-07-01,1950,7,1,32.8,91.04,
USW00013958,1950-07-02,1950,7,2,33.9,93.02,
USW00013958,1950-07-03,1950,7,3,35.0,95.0,
USW00013958,1950-07-04,1950,7,4,35.0,95.0,
USW00013958,1950-07-05,1950,7,5,35.6,96.08,
USW00013958,1950-07-06,1950,7,6,36.1,96.98,
USW00013958,1950-07-07,1950,7,7,35.6,96.08,
USW00013958,1950-07-08,1950,7,8,35.0,95.0,
USW00013958,1950-07-09,1950,7,9,36.1,96.98,
USW00013958,1950-07-10,1950,7,10,31.1,87.98,
USW00013958,1950-07-11,1950,7,11,32.2,89.96,
USW00013958,1950-07-12,1950,7,12,35.6,96.08,
USW00013958,1950-07-13,1950,7,13,30.6,87.08,
USW00013958,1950-07-14,1950,7,14,27.2,80.96,
USW00013958,1950-07-15,1950,7,15,32.8,91.04,
USW00013958,1950-07-16,1950,7,16,33.9,93.02,
USW00013958,1950-07-17,1950,7,17,33.9,93.02,
USW00013958,1950-07-18,1950,7,18,34.4,93.92,
USW00013958,1950-07-19,1950,7,19,34.4,93.92,
USW00013958,1950-07-20,1950,7,20,35.0,95.0,
USW00013958,1950-07-21,1950,7,21,35.0,95.0,
USW00013958,1950-07-22,1950,7,22,35.0,95.0,
USW00013958,1950-07-23,1950,7,23,35.6,96.08,
USW00013958,1950-07-24,1950,7,24,35.6,96.08,
USW00013958,1950-07-25,1950,7,25,35.0,95.0,
USW00013958,1950-07-26,1950,7,26,36.1,96.98,
USW00013958,1950-07-27,1950,7,27,35.6,96.08,
USW00013958,1950-07-28,1950,7,28,36.7,98.06,
USW00013958,1950-07-29,1950,7,29,37.2,98.96,
USW00013958,1950-07-30,1950,7,30,36.7,98.06,
USW00013958,1950-07-31,1950,7,31,36.7,98.06,
USW00013958,1950-08-01,1950,8,1,35.6,96.08,
USW00013958,1950-08-02,1950,8,2,36.1,96.98,
USW00013958,1950-08-03,1950,8,3,37.2,98.96,
USW00013958,1950-08-04,1950,8,4,37.2,98.96,
USW00013958,1950-08-05,1950,8,5,37.8,100.04,
USW00013958,1950-08-06,1950,8,6,37.2,98.96,
USW00013958,1950-08-07,1950,8,7,35.6,96.08,
USW00013958,1950-08-08,1950,8,8,36.1,96.98,
USW00013958,1950-08-09,1950,8,9,36.1,96.98,
USW00013958,1950-08-10,1950,8,10,36.7,98.06,
USW00013958,1950-08-11,1950,8,11,36.7,98.06,
USW00013958,1950-08-12,1950,8,12,35.6,96.08,
USW00013958,1950-08-13,1950,8,13,30.6,87.08,
USW00013958,1950-08-14,1950,8,14,35.0,95.0,
USW00013958,1950-08-15,1950,8,15,35.6,96.08,
USW00013958,1950-08-16,1950,8,16,36.1,96.98,
USW00013958,1950-08-17,1950,8,17,37.8,100.04,
USW00013958,1950-08-18,1950,8,18,29.4,84.92,
USW00013958,1950-08-19,1950,8,19,33.9,93.02,
USW00013958,1950-08-20,1950,8,20,33.9,93.02,
USW00013958,1950-08-21,1950,8,21,33.9,93.02,
USW00013958,1950-08-22,1950,8,22,35.6,96.08,
USW00013958,1950-08-23,1950,8,23,35.6,96.08,
USW00013958,1950-08-24,1950,8,24,36.7,98.06,
USW00013958,1950-08-25,1950,8,25,36.7,98.06,
USW00013958,1950-08-26,1950,8,26,36.7,98.06,
USW00013958,1950-08-27,1950,8,27,36.1,96.98,
USW00013958,1950-08-28,1950,8,28,32.2,89.96,
USW00013958,1950-08-29,1950,8,29,34.4,93.92,
USW00013958,1950-08-30,1950,8,30,33.3,91.94,
USW00013958,1950-08-31,1950,8,31,27.8,82.04,
USW00013958,1951-06-01,1951,6,1,33.3,91.94,
USW00013958,1951-06-02,1951,6,2,33.3,91.94,
USW00013958,1951-06-03,1951,6,3,24.4,75.92,
USW00013958,1951-06-04,1951,6,4,23.3,73.94,
USW00013958,1951-06-05,1951,6,5,28.3,82.94,
USW00013958,1951-06-06,1951,6,6,30.6,87.08,
USW00013958,1951-06-07,1951,6,7,31.7,89.06,
USW00013958,1951-06-08,1951,6,8,32.8,91.04,
USW00013958,1951-06-09,1951,6,9,33.9,93.02,
USW00013958,1951-06-10,1951,6,10,33.9,93.02,
USW00013958,1951-06-11,1951,6,11,33.9,93.02,
USW00013958,1951-06-12,1951,6,12,30.0,86.0,
USW00013958,1951-06-13,1951,6,13,31.7,89.06,
USW00013958,1951-06-14,1951,6,14,33.9,93.02,
USW00013958,1951-06-15,1951,6,15,33.9,93.02,
USW00013958,1951-06-16,1951,6,16,34.4,93.92,
USW00013958,1951-06-17,1951,6,17,35.6,96.08,
USW00013958,1951-06-18,1951,6,18,35.0,95.0,
USW00013958,1951-06-19,1951,6,19,35.0,95.0,
USW00013958,1951-06-20,1951,6,20,33.9,93.02,
USW00013958,1951-06-21,1951,6,21,35.0,95.0,
USW00013958,1951-06-22,1951,6,22,35.0,95.0,
USW00013958,1951-06-23,1951,6,23,33.9,93.02,
USW00013958,1951-06-24,1951,6,24,35.0,95.0,
USW00013958,1951-06-25,1951,6,25,32.8,91.04,
USW00013958,1951-06-26,1951,6,26,33.3,91.94,
USW00013958,1951-06-27,1951,6,27,33.9,93.02,
USW00013958,1951-06-28,1951,6,28,35.0,95.0,
USW00013958,1951-06-29,1951,6,29,35.0,95.0,
USW00013958,1951-06-30,1951,6,30,35.0,95.0,
USW00013958,1951-07-01,1951,7,1,33.9,93.02,
USW00013958,1951-07-02,1951,7,2,35.0,95.0,
USW00013958,1951-07-03,1951,7,3,34.4,93.92,
USW00013958,1951-07-04,1951,7,4,35.6,96.08,
USW00013958,1951-07-05,1951,7,5,35.6,96.08,
USW00013958,1951-07-06,1951,7,6,35.6,96.08,
USW00013958,1951-07-07,1951,7,7,35.6,96.08,
USW00013958,1951-07-08,1951,7,8,35.0,95.0,
USW00013958,1951-07-09,1951,7,9,36.1,96.98,
USW00013958,1951-07-10,1951,7,10,35.6,96.08,
USW00013958,1951-07-11,1951,7,11,34.4,93.92,
USW00013958,1951-07-12,1951,7,12,36.1,96.98,
USW00013958,1951-07-13,1951,7,13,36.1,96.98,
USW00013958,1951-07-14,1951,7,14,37.2,98.96,
USW00013958,1951-07-15,1951,7,15,33.3,91.94,
USW00013958,1951-07-16,1951,7,16,36.1,96.98,
USW00013958,1951-07-17,1951,7,17,38.3,100.94,
USW00013958,1951-07-18,1951,7,18,40.0,104.0,
USW00013958,1951-07-19,1951,7,19,40.6,105.08,
USW00013958,1951-07-20,1951,7,20,38.3,100.94,
USW00013958,1951-07-21,1951,7,21,36.7,98.06,
USW00013958,1951-07-22,1951,7,22,37.2,98.96,
USW00013958,1951-07-23,1951,7,23,36.7,98.06,
USW00013958,1951-07-24,1951,7,24,37.8,100.04,
USW00013958,1951-07-25,1951,7,25,36.1,96.98,
USW00013958,1951-07-26,1951,7,26,36.7,98.06,
USW00013958,1951-07-27,1951,7,27,38.3,100.94,
USW00013958,1951-07-28,1951,7,28,38.3,100.94,
USW00013958,1951-07-29,1951,7,29,38.9,102.02,
USW00013958,1951-07-30,1951,7,30,38.9,102.02,
USW00013958,1951-07-31,1951,7,31,37.8,100.04,
USW00013958,1951-08-01,1951,8,1,37.8,100.04,
USW00013958,1951-08-02,1951,8,2,37.2,98.96,
USW00013958,1951-08-03,1951,8,3,37.8,100.04,
USW00013958,1951-08-04,1951,8,4,40.6,105.08,
USW00013958,1951-08-05,1951,8,5,40.6,105.08,
USW00013958,1951-08-06,1951,8,6,39.4,102.92,
USW00013958,1951-08-07,1951,8,7,38.9,102.02,
USW00013958,1951-08-08,1951,8,8,38.9,102.02,
USW00013958,1951-08-09,1951,8,9,37.8,100.04,
USW00013958,1951-08-10,1951,8,10,37.8,100.04,
USW00013958,1951-08-11,1951,8,11,37.8,100.04,
USW00013958,1951-08-12,1951,8,12,38.3,100.94,
USW00013958,1951-08-13,1951,8,13,38.3,100.94,
USW00013958,1951-08-14,1951,8,14,39.4,102.92,
USW00013958,1951-08-15,1951,8,15,39.4,102.92,
USW00013958,1951-08-16,1951,8,16,40.0,104.0,
USW00013958,1951-08-17,1951,8,17,40.6,105.08,
USW00013958,1951-08-18,1951,8,18,39.4,102.92,
USW00013958,1951-08-19,1951,8,19,31.7,89.06,
USW00013958,1951-08-20,1951,8,20,34.4,93.92,
USW00013958,1951-08-21,1951,8,21,35.6,96.08,
USW00013958,1951-08-22,1951,8,22,36.7,98.06,
USW00013958,1951-08-23,1951,8,23,36.1,96.98,
USW00013958,1951-08-24,1951,8,24,36.7,98.06,
USW00013958,1951-08-25,1951,8,25,36.7,98.06,
USW00013958,1951-08-26,1951,8,26,36.7,98.06,
USW00013958,1951-08-27,1951,8,27,37.2,98.96,
USW00013958,1951-08-28,1951,8,28,37.8,100.04,
USW00013958,1951-08-29,1951,8,29,37.2,98.96,
USW00013958,1951-08-30,1951,8,30,37.2,98.96,
USW00013958,1951-08-31,1951,8,31,38.3,100.94,
USW00013958,1952-06-01,1952,6,1,31.7,89.06,
USW00013958,1952-06-02,1952,6,2,31.7,89.06,
USW00013958,1952-06-03,1952,6,3,30.6,87.08,
USW00013958,1952-06-04,1952,6,4,32.2,89.96,
USW00013958,1952-06-05,1952,6,5,32.8,91.04,
USW00013958,1952-06-06,1952,6,6,30.6,87.08,
USW00013958,1952-06-07,1952,6,7,30.0,86.0,
USW00013958,1952-06-08,1952,6,8,32.2,89.96,
USW00013958,1952-06-09,1952,6,9,32.8,91.04,
USW00013958,1952-06-10,1952,6,10,31.7,89.06,
USW00013958,1952-06-11,1952,6,11,30.6,87.08,
USW00013958,1952-06-12,1952,6,12,32.2,89.96,
USW00013958,1952-06-13,1952,6,13,33.3,91.94,
USW00013958,1952-06-14,1952,6,14,33.3,91.94,
USW00013958,1952-06-15,1952,6,15,33.9,93.02,
USW00013958,1952-06-16,1952,6,16,33.9,93.02,
USW00013958,1952-06-17,1952,6,17,34.4,93.92,
USW00013958,1952-06-18,1952,6,18,35.0,95.0,
USW00013958,1952-06-19,1952,6,19,34.4,93.92,
USW00013958,1952-06-20,1952,6,20,35.0,95.0,
USW00013958,1952-06-21,1952,6,21,35.0,95.0,
USW00013958,1952-06-22,1952,6,22,35.0,95.0,
USW00013958,1952-06-23,1952,6,23,34.4,93.92,
USW00013958,1952-06-24,1952,6,24,34.4,93.92,
USW00013958,1952-06-25,1952,6,25,35.0,95.0,
USW00013958,1952-06-26,1952,6,26,35.6,96.08,
USW00013958,1952-06-27,1952,6,27,33.3,91.94,
USW00013958,1952-06-28,1952,6,28,35.0,95.0,
USW00013958,1952-06-29,1952,6,29,32.2,89.96,
USW00013958,1952-06-30,1952,6,30,29.4,84.92,
USW00013958,1952-07-01,1952,7,1,34.4,93.92,
USW00013958,1952-07-02,1952,7,2,35.0,95.0,
USW00013958,1952-07-03,1952,7,3,37.2,98.96,
USW00013958,1952-07-04,1952,7,4,37.8,100.04,
USW00013958,1952-07-05,1952,7,5,35.6,96.08,
USW00013958,1952-07-06,1952,7,6,36.1,96.98,
USW00013958,1952-07-07,1952,7,7,36.1,96.98,
USW00013958,1952-07-08,1952,7,8,29.4,84.92,
USW00013958,1952-07-09,1952,7,9,34.4,93.92,
USW00013958,1952-07-10,1952,7,10,36.1,96.98,
USW00013958,1952-07-11,1952,7,11,35.6,96.08,
USW00013958,1952-07-12,1952,7,12,35.0,95.0,
USW00013958,1952-07-13,1952,7,13,35.6,96.08,
USW00013958,1952-07-14,1952,7,14,36.1,96.98,
USW00013958,1952-07-15,1952,7,15,36.1,96.98,
USW00013958,1952-07-16,1952,7,16,33.3,91.94,
USW00013958,1952-07-17,1952,7,17,33.3,91.94,
USW00013958,1952-07-18,1952,7,18,31.1,87.98,
USW00013958,1952-07-19,1952,7,19,31.7,89.06,
USW00013958,1952-07-20,1952,7,20,32.2,89.96,
USW00013958,1952-07-21,1952,7,21,34.4,93.92,
USW00013958,1952-07-22,1952,7,22,34.4,93.92,
USW00013958,1952-07-23,1952,7,23,35.0,95.0,
USW00013958,1952-07-24,1952,7,24,36.1,96.98,
USW00013958,1952-07-25,1952,7,25,36.7,98.06,
USW00013958,1952-07-26,1952,7,26,36.1,96.98,
USW00013958,1952-07-27,1952,7,27,34.4,93.92,
USW00013958,1952-07-28,1952,7,28,35.6,96.08,
USW00013958,1952-07-29,1952,7,29,36.1,96.98,
USW00013958,1952-07-30,1952,7,30,37.2,98.96,
USW00013958,1952-07-31,1952,7,31,33.3,91.94,
USW00013958,1952-08-01,1952,8,1,35.0,95.0,
USW00013958,1952-08-02,1952,8,2,36.7,98.06,
USW00013958,1952-08-03,1952,8,3,36.7,98.06,
USW00013958,1952-08-04,1952,8,4,37.8,100.04,
USW00013958,1952-08-05,1952,8,5,38.3,100.94,
USW00013958,1952-08-06,1952,8,6,38.9,102.02,
USW00013958,1952-08-07,1952,8,7,38.9,102.02,
USW00013958,1952-08-08,1952,8,8,38.3,100.94,
USW00013958,1952-08-09,1952,8,9,38.3,100.94,
USW00013958,1952-08-10,1952,8,10,38.3,100.94,
USW00013958,1952-08-11,1952,8,11,37.2,98.96,
USW00013958,1952-08-12,1952,8,12,37.8,100.04,
USW00013958,1952-08-13,1952,8,13,37.8,100.04,
USW00013958,1952-08-14,1952,8,14,37.8,100.04,
USW00013958,1952-08-15,1952,8,15,38.3,100.94,
USW00013958,1952-08-16,1952,8,16,38.9,102.02,
USW00013958,1952-08-17,1952,8,17,38.3,100.94,
USW00013958,1952-08-18,1952,8,18,37.2,98.96,
USW00013958,1952-08-19,1952,8,19,38.3,100.94,
USW00013958,1952-08-20,1952,8,20,38.3,100.94,
USW00013958,1952-08-21,1952,8,21,36.1,96.98,
USW00013958,1952-08-22,1952,8,22,37.8,100.04,
USW00013958,1952-08-23,1952,8,23,38.9,102.02,
USW00013958,1952-08-24,1952,8,24,38.9,102.02,
USW00013958,1952-08-25,1952,8,25,38.9,102.02,
USW00013958,1952-08-26,1952,8,26,37.2,98.96,
USW00013958,1952-08-27,1952,8,27,36.1,96.98,
USW00013958,1952-08-28,1952,8,28,35.6,96.08,
USW00013958,1952-08-29,1952,8,29,35.6,96.08,
USW00013958,1952-08-30,1952,8,30,37.2,98.96,
USW00013958,1952-08-31,1952,8,31,37.8,100.04,
USW00013958,1953-06-01,1953,6,1,34.4,93.92,
USW00013958,1953-06-02,1953,6,2,33.9,93.02,
USW00013958,1953-06-03,1953,6,3,34.4,93.92,
USW00013958,1953-06-04,1953,6,4,33.3,91.94,
USW00013958,1953-06-05,1953,6,5,33.9,93.02,
USW00013958,1953-06-06,1953,6,6,33.3,91.94,
USW00013958,1953-06-07,1953,6,7,35.0,95.0,
USW00013958,1953-06-08,1953,6,8,36.1,96.98,
USW00013958,1953-06-09,1953,6,9,36.1,96.98,
USW00013958,1953-06-10,1953,6,10,35.6,96.08,
USW00013958,1953-06-11,1953,6,11,36.7,98.06,
USW00013958,1953-06-12,1953,6,12,39.4,102.92,
USW00013958,1953-06-13,1953,6,13,36.1,96.98,
USW00013958,1953-06-14,1953,6,14,37.2,98.96,
USW00013958,1953-06-15,1953,6,15,36.1,96.98,
USW00013958,1953-06-16,1953,6,16,36.1,96.98,
USW00013958,1953-06-17,1953,6,17,36.7,98.06,
USW00013958,1953-06-18,1953,6,18,36.7,98.06,
USW00013958,1953-06-19,1953,6,19,37.8,100.04,
USW00013958,1953-06-20,1953,6,20,37.8,100.04,
USW00013958,1953-06-21,1953,6,21,37.8,100.04,
USW00013958,1953-06-22,1953,6,22,38.3,100.94,
USW00013958,1953-06-23,1953,6,23,38.3,100.94,
USW00013958,1953-06-24,1953,6,24,36.1,96.98,
USW00013958,1953-06-25,1953,6,25,37.8,100.04,
USW00013958,1953-06-26,1953,6,26,37.8,100.04,
USW00013958,1953-06-27,1953,6,27,37.8,100.04,
USW00013958,1953-06-28,1953,6,28,36.7,98.06,
USW00013958,1953-06-29,1953,6,29,27.2,80.96,
USW00013958,1953-06-30,1953,6,30,33.9,93.02,
USW00013958,1953-07-01,1953,7,1,34.4,93.92,
USW00013958,1953-07-02,1953,7,2,35.0,95.0,
USW00013958,1953-07-03,1953,7,3,35.6,96.08,
USW00013958,1953-07-04,1953,7,4,35.6,96.08,
USW00013958,1953-07-05,1953,7,5,35.6,96.08,
USW00013958,1953-07-06,1953,7,6,35.6,96.08,
USW00013958,1953-07-07,1953,7,7,36.1,96.98,
USW00013958,1953-07-08,1953,7,8,36.1,96.98,
USW00013958,1953-07-09,1953,7,9,36.7,98.06,
USW00013958,1953-07-10,1953,7,10,37.2,98.96,
USW00013958,1953-07-11,1953,7,11,36.7,98.06,
USW00013958,1953-07-12,1953,7,12,35.6,96.08,
USW00013958,1953-07-13,1953,7,13,27.2,80.96,
USW00013958,1953-07-14,1953,7,14,32.8,91.04,
USW00013958,1953-07-15,1953,7,15,32.8,91.04,
USW00013958,1953-07-16,1953,7,16,35.6,96.08,
USW00013958,1953-07-17,1953,7,17,35.6,96.08,
USW00013958,1953-07-18,1953,7,18,35.6,96.08,
USW00013958,1953-07-19,1953,7,19,36.7,98.06,
USW00013958,1953-07-20,1953,7,20,37.2,98.96,
USW00013958,1953-07-21,1953,7,21,37.8,100.04,
USW00013958,1953-07-22,1953,7,22,36.7,98.06,
USW00013958,1953-07-23,1953,7,23,37.2,98.96,
USW00013958,1953-07-24,1953,7,24,35.0,95.0,
USW00013958,1953-07-25,1953,7,25,32.8,91.04,
USW00013958,1953-07-26,1953,7,26,36.1,96.98,
USW00013958,1953-07-27,1953,7,27,35.6,96.08,
USW00013958,1953-07-28,1953,7,28,35.6,96.08,
USW00013958,1953-07-29,1953,7,29,35.0,95.0,
USW00013958,1953-07-30,1953,7,30,36.7,98.06,
USW00013958,1953-07-31,1953,7,31,37.2,98.96,
USW00013958,1953-08-01,1953,8,1,36.7,98.06,
USW00013958,1953-08-02,1953,8,2,38.3,100.94,
USW00013958,1953-08-03,1953,8,3,37.8,100.04,
USW00013958,1953-08-04,1953,8,4,37.8,100.04,
USW00013958,1953-08-05,1953,8,5,37.2,98.96,
USW00013958,1953-08-06,1953,8,6,38.3,100.94,
USW00013958,1953-08-07,1953,8,7,40.0,104.0,
USW00013958,1953-08-08,1953,8,8,40.6,105.08,
USW00013958,1953-08-09,1953,8,9,41.1,105.98,
USW00013958,1953-08-10,1953,8,10,40.6,105.08,
USW00013958,1953-08-11,1953,8,11,38.9,102.02,
USW00013958,1953-08-12,1953,8,12,34.4,93.92,
USW00013958,1953-08-13,1953,8,13,36.1,96.98,
USW00013958,1953-08-14,1953,8,14,37.8,100.04,
USW00013958,1953-08-15,1953,8,15,37.2,98.96,
USW00013958,1953-08-16,1953,8,16,36.7,98.06,
USW00013958,1953-08-17,1953,8,17,36.1,96.98,
USW00013958,1953-08-18,1953,8,18,36.1,96.98,
USW00013958,1953-08-19,1953,8,19,32.8,91.04,
USW00013958,1953-08-20,1953,8,20,27.2,80.96,
USW00013958,1953-08-21,1953,8,21,32.2,89.96,
USW00013958,1953-08-22,1953,8,22,33.9,93.02,
USW00013958,1953-08-23,1953,8,23,33.3,91.94,
USW00013958,1953-08-24,1953,8,24,31.1,87.98,
USW00013958,1953-08-25,1953,8,25,35.0,95.0,
USW00013958,1953-08-26,1953,8,26,33.3,91.94,
USW00013958,1953-08-27,1953,8,27,32.2,89.96,
USW00013958,1953-08-28,1953,8,28,31.1,87.98,
USW00013958,1953-08-29,1953,8,29,26.1,78.98,
USW00013958,1953-08-30,1953,8,30,28.9,84.02,
USW00013958,1953-08-31,1953,8,31,30.0,86.0,
USW00013958,1954-06-01,1954,6,1,33.9,93.02,
USW00013958,1954-06-02,1954,6,2,36.1,96.98,
USW00013958,1954-06-03,1954,6,3,30.6,87.08,
USW00013958,1954-06-04,1954,6,4,31.1,87.98,
USW00013958,1954-06-05,1954,6,5,32.8,91.04,
USW00013958,1954-06-06,1954,6,6,35.0,95.0,
USW00013958,1954-06-07,1954,6,7,35.0,95.0,
USW00013958,1954-06-08,1954,6,8,35.6,96.08,
USW00013958,1954-06-09,1954,6,9,35.6,96.08,
USW00013958,1954-06-10,1954,6,10,35.0,95.0,
USW00013958,1954-06-11,1954,6,11,36.1,96.98,
USW00013958,1954-06-12,1954,6,12,35.0,95.0,
USW00013958,1954-06-13,1954,6,13,35.0,95.0,
USW00013958,1954-06-14,1954,6,14,35.0,95.0,
USW00013958,1954-06-15,1954,6,15,31.7,89.06,
USW00013958,1954-06-16,1954,6,16,36.1,96.98,
USW00013958,1954-06-17,1954,6,17,36.7,98.06,
USW00013958,1954-06-18,1954,6,18,36.1,96.98,
USW00013958,1954-06-19,1954,6,19,33.9,93.02,
USW00013958,1954-06-20,1954,6,20,35.0,95.0,
USW00013958,1954-06-21,1954,6,21,35.0,95.0,
USW00013958,1954-06-22,1954,6,22,36.1,96.98,
USW00013958,1954-06-23,1954,6,23,36.7,98.06,
USW00013958,1954-06-24,1954,6,24,36.1,96.98,
USW00013958,1954-06-25,1954,6,25,35.0,95.0,
USW00013958,1954-06-26,1954,6,26,31.7,89.06,
USW00013958,1954-06-27,1954,6,27,35.0,95.0,
USW00013958,1954-06-28,1954,6,28,34.4,93.92,
USW00013958,1954-06-29,1954,6,29,35.0,95.0,
USW00013958,1954-06-30,1954,6,30,37.2,98.96,
USW00013958,1954-07-01,1954,7,1,37.2,98.96,
USW00013958,1954-07-02,1954,7,2,35.6,96.08,
USW00013958,1954-07-03,1954,7,3,29.4,84.92,
USW00013958,1954-07-04,1954,7,4,34.4,93.92,
USW00013958,1954-07-05,1954,7,5,37.8,100.04,
USW00013958,1954-07-06,1954,7,6,37.2,98.96,
USW00013958,1954-07-07,1954,7,7,36.1,96.98,
USW00013958,1954-07-08,1954,7,8,36.1,96.98,
USW00013958,1954-07-09,1954,7,9,37.2,98.96,
USW00013958,1954-07-10,1954,7,10,37.8,100.04,
USW00013958,1954-07-11,1954,7,11,38.9,102.02,
USW00013958,1954-07-12,1954,7,12,41.7,107.06,
USW00013958,1954-07-13,1954,7,13,39.4,102.92,
USW00013958,1954-07-14,1954,7,14,36.1,96.98,
USW00013958,1954-07-15,1954,7,15,36.1,96.98,
USW00013958,1954-07-16,1954,7,16,38.9,102.02,
USW00013958,1954-07-17,1954,7,17,35.6,96.08,
USW00013958,1954-07-18,1954,7,18,37.8,100.04,
USW00013958,1954-07-19,1954,7,19,37.2,98.96,
USW00013958,1954-07-20,1954,7,20,36.7,98.06,
USW00013958,1954-07-21,1954,7,21,37.8,100.04,
USW00013958,1954-07-22,1954,7,22,37.2,98.96,
USW00013958,1954-07-23,1954,7,23,38.3,100.94,
USW00013958,1954-07-24,1954,7,24,38.9,102.02,
USW00013958,1954-07-25,1954,7,25,40.0,104.0,
USW00013958,1954-07-26,1954,7,26,42.8,109.04,
USW00013958,1954-07-27,1954,7,27,40.6,105.08,
USW00013958,1954-07-28,1954,7,28,37.8,100.04,
USW00013958,1954-07-29,1954,7,29,38.3,100.94,
USW00013958,1954-07-30,1954,7,30,29.4,84.92,
USW00013958,1954-07-31,1954,7,31,31.1,87.98,
USW00013958,1954-08-01,1954,8,1,35.6,96.08,
USW00013958,1954-08-02,1954,8,2,36.7,98.06,
USW00013958,1954-08-03,1954,8,3,37.2,98.96,
USW00013958,1954-08-04,1954,8,4,36.7,98.06,
USW00013958,1954-08-05,1954,8,5,37.8,100.04,
USW00013958,1954-08-06,1954,8,6,38.3,100.94,
